time,ax,ay,az,atotal
9.722,-0.43,0.1,-0.01,0.44
9.742,-0.19,0.28,0.24,0.42
9.762,-0.06,0.23,0.34,0.42
9.782,-0.02,0.14,0.37,0.4
9.802,-0.15,0.05,0.29,0.33
9.821,-0.19,-0.09,0.3,0.37
9.841,-0.11,-0.19,0.26,0.34
9.861,-0.2,0.04,0.15,0.25
9.881,-0.47,0.08,0.03,0.48
9.901,-0.39,-0.02,-0.04,0.39
9.921,-0.01,0.09,-0.08,0.12
9.941,0.35,0.25,0.03,0.43
9.961,0.35,0.24,0.12,0.44
9.981,-0.19,-0.01,0.3,0.35
10.001,-0.72,-0.13,0.52,0.9
10.021,-1.04,-0.11,0.61,1.2
10.041,-1.03,-0.21,0.43,1.14
10.061,-0.89,-0.28,0.22,0.96
10.081,-0.59,-0.16,0.16,0.63
10.101,-0.33,-0.02,0.13,0.35
10.121,-0.32,0.38,0.13,0.51
10.141,-0.32,0.67,0.2,0.77
10.161,-0.23,0.7,0.32,0.8
10.181,-0.22,1.07,0.4,1.16
10.201,-0.23,1.69,0.24,1.73
10.221,-0.23,2.58,-0.06,2.59
10.241,-0.42,3.66,-0.13,3.69
10.261,-0.27,4.0,-0.12,4.01
10.281,0.08,3.94,-0.12,3.94
10.301,0.26,3.56,-0.13,3.57
10.321,0.1,2.87,-0.13,2.87
10.341,-0.1,2.07,-0.14,2.08
10.361,-0.17,1.14,-0.41,1.22
10.38,-0.04,0.28,-0.85,0.9
10.4,0.34,-0.13,-1.31,1.36
10.42,0.97,0.14,-1.66,1.93
10.44,1.59,0.33,-1.65,2.32
10.46,1.66,0.4,-1.38,2.19
10.48,1.25,0.18,-1.01,1.62
10.5,0.42,-0.55,-0.68,0.97
10.52,-0.47,-1.43,-0.47,1.58
10.54,-1.02,-2.24,-0.55,2.52
10.56,-1.17,-3.01,-0.76,3.32
10.58,-1.04,-3.52,-1.01,3.81
10.6,-0.52,-3.64,-1.2,3.86
10.62,0.09,-3.43,-1.3,3.67
10.64,0.49,-2.95,-1.23,3.23
10.66,0.61,-2.38,-0.94,2.63
10.68,0.49,-1.67,-0.76,1.9
10.7,0.23,-0.9,-0.71,1.17
10.72,-0.18,-0.35,-0.68,0.79
10.74,-0.29,-0.06,-0.79,0.85
10.76,0.05,0.28,-0.85,0.89
10.78,0.42,0.46,-0.64,0.89
10.8,0.73,0.42,-0.39,0.93
10.82,0.73,0.18,-0.24,0.79
10.84,0.43,-0.07,-0.23,0.49
10.86,-0.01,-0.16,-0.38,0.41
10.88,-0.19,-0.11,-0.59,0.63
10.9,-0.21,-0.27,-0.72,0.8
10.92,-0.17,-0.56,-0.63,0.86
10.94,0.0,-0.71,-0.39,0.81
10.959,0.25,-0.57,-0.06,0.63
10.979,0.55,-0.11,0.21,0.6
10.999,0.54,0.19,0.34,0.67
11.019,0.38,0.13,0.34,0.53
11.039,-0.06,-0.11,0.18,0.22
11.059,-0.39,-0.17,0.18,0.46
11.079,-0.36,0.15,0.25,0.46
11.099,-0.12,0.16,0.28,0.35
11.119,0.05,-0.16,0.1,0.2
11.139,0.03,-0.4,-0.09,0.41
11.159,0.03,-0.46,-0.1,0.47
11.179,-0.11,-0.16,0.09,0.22
11.199,-0.31,-0.06,0.27,0.42
11.219,-0.48,-0.32,0.23,0.62
11.239,-0.4,-0.24,0.13,0.48
11.259,0.0,0.13,0.05,0.14
11.279,0.52,0.14,0.1,0.55
11.299,0.73,0.37,-0.13,0.83
11.319,0.66,0.45,-0.1,0.81
11.339,0.41,0.1,-0.25,0.49
11.359,-0.3,-0.02,-0.29,0.42
11.379,-0.79,0.04,-0.1,0.8
11.399,-0.62,-0.17,0.15,0.66
11.419,0.08,-0.57,0.36,0.68
11.439,0.93,-0.67,0.4,1.22
11.459,1.53,-0.5,0.31,1.64
11.479,1.45,-0.42,0.21,1.52
11.499,0.93,-0.29,0.17,0.99
11.519,0.32,-0.11,0.28,0.44
11.538,-0.1,0.02,0.49,0.5
11.558,-0.13,0.17,0.56,0.6
11.578,0.1,0.27,0.57,0.64
11.598,0.43,0.34,0.48,0.72
11.618,0.59,0.32,0.29,0.73
11.638,0.62,0.29,0.12,0.69
11.658,0.31,0.3,0.14,0.45
11.678,-0.02,0.39,0.25,0.46
11.698,-0.16,0.49,0.19,0.55
11.718,0.02,0.57,0.13,0.59
11.738,0.36,0.76,0.1,0.85
11.758,0.62,1.21,0.18,1.37
11.778,0.63,1.75,0.28,1.88
11.798,0.31,2.68,0.27,2.71
11.818,-0.05,3.78,-0.09,3.78
11.838,-0.26,4.18,-0.32,4.2
11.858,-0.1,3.72,-0.37,3.74
11.878,0.36,2.96,-0.51,3.02
11.898,0.48,2.04,-0.67,2.2
11.918,0.02,1.14,-0.93,1.47
11.938,-0.87,0.52,-1.46,1.77
11.958,-1.67,0.55,-1.79,2.51
11.978,-1.84,0.93,-1.71,2.68
11.998,-1.4,0.55,-1.26,1.96
12.015,-0.57,-0.09,-0.96,1.12
12.035,0.17,-0.82,-0.81,1.17
12.055,0.88,-1.72,-0.8,2.09
12.075,1.13,-2.7,-1.02,3.1
12.095,0.66,-3.59,-1.33,3.89
12.115,-0.04,-4.19,-1.46,4.44
12.135,-0.73,-4.32,-1.29,4.57
12.155,-1.07,-3.85,-0.97,4.11
12.175,-1.01,-2.95,-0.83,3.23
12.195,-0.61,-1.99,-0.72,2.2
12.215,0.13,-0.81,-0.56,0.99
